Africa Temperature Anomalies
Units: Degrees Celsius
Base Period: 1910-2000
Missing: -999
Year,Value
193402,-0.96
193403,-0.60
193404,0.09
193405,-0.01
193406,0.26
193407,0.26
193408,0.42
193409,-0.03
193410,0.11
193411,0.18
193412,0.02
193501,-0.10
193502,-0.59
193503,0.01
193504,-0.41
193505,-0.25
193506,-0.19
193507,-0.19
193508,-0.56
193509,-0.02
193510,0.02
193511,-0.20
193512,0.31
193601,-0.04
193602,0.44
193603,0.29
193604,-0.06
193605,-0.31
193606,-0.24
193607,-0.07
193608,-0.18
193609,-0.67
193610,-0.11
193611,0.16
193612,-0.31
193701,-0.51
193702,0.11
193703,0.18
193704,-0.09
193705,-0.07
193706,0.16
193707,-0.24
193708,-0.03
193709,0.19
193710,0.15
193711,0.63
193712,0.10
193801,0.11
193802,0.00
193803,-0.75
193804,0.32
193805,0.07
193806,-0.07
193807,-0.13
193808,-0.13
193809,-0.15
193810,0.01
193811,-0.25
193812,0.10
193901,0.10
193902,-0.23
193903,-0.48
193904,-0.62
193905,-0.16
193906,-0.32
193907,0.02
193908,-0.20
193909,-0.25
193910,0.25
193911,-0.29
193912,0.65
194001,0.45
194002,0.25
194003,-0.22
194004,0.01
194005,0.20
194006,0.02
194007,-0.09
194008,0.19
194009,0.26
194010,0.17
194011,-0.04
194012,0.27
194101,0.59
194102,0.53
194103,0.57
194104,0.64
194105,0.30
194106,0.23
194107,0.30
194108,0.48
194109,0.10
194110,0.41
194111,0.28
194112,0.17
194201,0.15
194202,0.73
194203,0.44
194204,0.42
194205,0.00
194206,0.43
194207,-0.08
194208,-0.17
194209,0.10
194210,-0.05
194211,0.40
194212,0.08
194301,-0.13
194302,-0.69
194303,-0.50
194304,-0.41
194305,-0.35
194306,-0.45
194307,-0.26
194308,-0.43
194309,-0.46
194310,0.18
194311,-0.01
194312,0.37
194401,-0.38
194402,-0.33
194403,-0.27
194404,-0.04
194405,-0.25
194406,0.26
194407,0.13
194408,0.18
194409,-0.11
194410,0.28
194411,0.10
194412,0.28
194501,0.21
194502,-0.56
194503,-0.44
194504,0.26
194505,-0.28
194506,-0.33
194507,-0.03
194508,-0.05
194509,0.01
194510,-0.25
194511,0.18
194512,-0.01
194601,0.26
194602,-0.08
194603,0.04
194604,-0.05
194605,0.09
194606,-0.25
194607,-0.26
194608,-0.44
194609,-0.08
194610,-0.01
194611,0.37
194612,-0.11
194701,0.10
194702,0.94
194703,0.29
194704,0.06
194705,-0.10
194706,0.06
194707,-0.08
194708,0.04
194709,-0.16
194710,0.08
194711,0.21
194712,0.16
194801,-0.16
194802,0.13
194803,-0.79
194804,-0.34
194805,0.12
194806,-0.29
194807,-0.09
194808,-0.12
194809,-0.34
194810,-0.31
194811,-0.66
194812,-0.34
194901,0.08
194902,-0.87
194903,-0.09
194904,-0.28
194905,0.13
194906,0.21
194907,0.09
194908,-0.03
194909,-0.05
194910,0.02
194911,0.39
194912,0.24
195001,-0.33
195002,-0.52
195003,-0.29
195004,-0.25
195005,-0.41
195006,0.02
195007,-0.25
195008,-0.61
195009,-0.30
195010,-0.63
195011,-0.32
195012,0.00
195101,-0.30
195102,-0.32
195103,0.34
195104,-0.20
195105,-0.05
195106,-0.12
195107,-0.08
195108,0.11
195109,0.00
195110,-0.11
195111,-0.33
195112,-0.66
195201,0.07
195202,-0.25
195203,0.16
195204,-0.09
195205,-0.02
195206,0.23
195207,0.00
195208,-0.16
195209,-0.20
195210,0.09
195211,-0.18
195212,0.24
195301,0.39
195302,0.26
195303,-0.46
195304,-0.10
195305,-0.02
195306,-0.53
195307,-0.38
195308,-0.28
195309,-0.43
195310,-0.13
195311,-0.14
195312,-0.51
195401,-0.33
195402,-0.05
195403,0.00
195404,-0.53
195405,-0.08
195406,-0.49
195407,-0.66
195408,-0.59
195409,-0.33
195410,-0.31
195411,0.02
195412,-0.15
195501,0.38
195502,0.40
195503,0.00
195504,-0.50
195505,-0.10
195506,-0.35
195507,-0.13
195508,-0.33
195509,-0.37
195510,-0.21
195511,0.08
195512,-0.38
195601,-0.46
195602,0.16
195603,-0.25
195604,-0.45
195605,-0.33
195606,-0.37
195607,-0.50
195608,-0.37
195609,-0.54
195610,-0.61
195611,-0.28
195612,-0.64
195701,-0.71
195702,-0.46
195703,-0.41
195704,-0.52
195705,-0.41
195706,-0.34
195707,0.00
195708,0.06
195709,0.25
195710,-0.12
195711,0.51
195712,0.23
195801,0.68
195802,0.06
195803,0.56
195804,0.59
195805,0.18
195806,-0.21
195807,-0.31
195808,-0.23
195809,0.09
195810,-0.09
195811,0.37
195812,0.72
195901,0.22
195902,-0.59
195903,-0.01
195904,0.22
195905,0.08
195906,0.13
195907,0.09
195908,-0.34
195909,-0.29
195910,-0.17
195911,-0.14
195912,-0.20
196001,-0.04
196002,0.50
196003,-0.29
196004,-0.33
196005,-0.29
196006,-0.02
196007,-0.29
196008,0.47
196009,0.00
196010,0.40
196011,0.04
196012,0.63
196101,0.12
196102,-0.69
196103,-0.46
196104,0.06
196105,0.62
196106,0.14
196107,-0.08
196108,-0.46
196109,-0.39
196110,-0.44
196111,-0.35
196112,-0.47
196201,-0.28
196202,-0.30
196203,0.23
196204,-0.15
196205,-0.28
196206,-0.23
196207,0.08
196208,-0.16
196209,-0.05
196210,0.15
196211,0.45
196212,0.18
196301,0.59
196302,0.87
196303,-0.40
196304,-0.34
196305,-0.83
196306,-0.07
196307,0.15
196308,0.08
196309,0.35
196310,-0.10
196311,-0.15
196312,0.31
196401,-0.10
196402,0.14
196403,1.00
196404,-0.31
196405,-0.21
196406,-0.36
196407,-0.71
196408,-0.48
196409,-0.73
196410,-0.67
196411,-0.61
196412,-0.27
196501,-0.13
196502,0.06
196503,-0.14
196504,-0.88
196505,-0.36
196506,-0.50
196507,-0.03
196508,-0.16
196509,-0.16
196510,-0.33
196511,-0.34
196512,-0.29
196601,0.72
196602,0.24
196603,-0.24
196604,-0.13
196605,-0.12
196606,0.15
196607,0.46
196608,0.41
196609,-0.14
196610,-0.01
196611,0.10
196612,-0.09
196701,-0.49
196702,-0.10
196703,-0.47
196704,-0.11
196705,-0.02
196706,-0.22
196707,-0.52
196708,-0.41
196709,-0.34
196710,-0.40
196711,-0.42
196712,-0.33
196801,-0.54
196802,-0.23
196803,-0.52
196804,-0.60
196805,-0.42
196806,-0.75
196807,-0.12
196808,0.31
196809,0.04
196810,-0.16
196811,-0.11
196812,0.34
196901,0.21
196902,1.12
196903,1.24
196904,0.06
196905,0.21
196906,0.38
196907,-0.11
196908,0.16
196909,0.13
196910,-0.04
196911,0.16
196912,0.26
197001,0.84
197002,0.54
197003,0.19
197004,0.13
197005,0.11
197006,0.24
197007,0.06
197008,0.14
197009,-0.05
197010,-0.22
197011,-0.14
197012,-0.35
197101,-0.28
197102,-0.19
197103,0.33
197104,-0.14
197105,-0.19
197106,-0.16
197107,-0.14
197108,-0.34
197109,-0.26
197110,-0.56
197111,-0.61
197112,-0.44
197201,-0.16
197202,-0.33
197203,-0.19
197204,-0.25
197205,-0.40
197206,-0.30
197207,0.40
197208,0.26
197209,0.44
197210,0.35
197211,-0.29
197212,0.23
197301,0.35
197302,0.71
197303,0.44
197304,0.41
197305,0.49
197306,0.50
197307,0.47
197308,0.11
197309,0.27
197310,0.16
197311,-0.49
197312,-0.32
197401,-0.54
197402,-0.30
197403,-0.27
197404,-0.32
197405,-0.18
197406,0.11
197407,-0.36
197408,-0.07
197409,-0.36
197410,-0.16
197411,-0.42
197412,-0.82
197501,-0.71
197502,-0.07
197503,-0.28
197504,-0.04
197505,-0.10
197506,-0.09
197507,-0.27
197508,-0.27
197509,-0.26
197510,-0.49
197511,-0.42
197512,-0.13
197601,-0.51
197602,-0.36
197603,-0.64
197604,-0.48
197605,-0.43
197606,-0.34
197607,-0.27
197608,-0.23
197609,0.02
197610,-0.18
197611,-0.33
197612,0.47
197701,0.40
197702,0.29
197703,-0.08
197704,0.03
197705,0.12
197706,0.13
197707,0.33
197708,0.27
197709,0.22
197710,0.00
197711,-0.20
197712,0.03
197801,0.26
197802,0.86
197803,0.21
197804,0.01
197805,0.08
197806,-0.27
197807,-0.31
197808,0.30
197809,-0.05
197810,-0.15
197811,-0.63
197812,0.52
197901,0.97
197902,0.62
197903,0.52
197904,0.31
197905,0.08
197906,0.01
197907,0.16
197908,0.59
197909,0.35
197910,0.51
197911,0.14
197912,-0.23
198001,0.68
198002,0.49
198003,0.46
198004,0.63
198005,0.38
198006,0.17
198007,0.09
198008,0.31
198009,0.31
198010,0.26
198011,0.30
198012,-0.28
198101,-0.32
198102,0.07
198103,0.44
198104,0.32
198105,-0.02
198106,0.14
198107,-0.04
198108,0.05
198109,-0.13
198110,0.13
198111,-0.21
198112,0.67
198201,0.42
198202,-0.16
198203,0.04
198204,0.09
198205,-0.15
198206,0.29
198207,0.41
198208,0.17
198209,0.43
198210,0.03
198211,-0.76
198212,-0.29
198301,-0.86
198302,0.69
198303,0.23
198304,0.79
198305,1.00
198306,0.54
198307,0.73
198308,0.49
198309,0.53
198310,-0.15
198311,0.58
198312,0.18
198401,-0.23
198402,-0.01
198403,0.68
198404,0.52
198405,0.52
198406,0.01
198407,0.11
198408,0.56
198409,0.45
198410,0.15
198411,-0.03
198412,-0.27
198501,1.01
198502,0.08
198503,0.43
198504,-0.27
198505,0.12
198506,0.34
198507,-0.03
198508,0.39
198509,0.02
198510,0.04
198511,0.48
198512,-0.16
198601,-0.11
198602,0.74
198603,0.36
198604,0.56
198605,0.36
198606,0.23
198607,0.10
198608,0.58
198609,0.21
198610,0.05
198611,-0.37
198612,-0.58
198701,0.49
198702,1.04
198703,0.68
198704,0.53
198705,1.16
198706,0.37
198707,1.03
198708,0.95
198709,0.78
198710,0.36
198711,0.72
198712,0.99
198801,0.52
198802,0.75
198803,0.87
198804,0.91
198805,0.78
198806,0.53
198807,0.48
198808,0.46
198809,0.19
198810,0.00
198811,-0.10
198812,-0.61
198901,-1.05
198902,-0.97
198903,-0.29
198904,-0.04
198905,0.20
198906,0.20
198907,0.23
198908,0.48
198909,0.46
198910,0.04
198911,0.41
198912,0.61
199001,0.35
199002,0.03
199003,0.07
199004,0.68
199005,0.41
199006,0.73
199007,0.32
199008,0.53
199009,0.60
199010,0.73
199011,0.98
199012,0.97
199101,0.46
199102,0.66
199103,0.48
199104,0.38
199105,-0.02
199106,0.41
199107,0.23
199108,0.22
199109,0.45
199110,0.09
199111,-0.04
199112,-0.27
199201,-0.22
199202,0.05
199203,0.22
199204,0.39
199205,-0.01
199206,0.26
199207,0.00
199208,-0.03
199209,0.18
199210,0.23
199211,-0.20
199212,0.28
199301,-0.39
199302,-0.32
199303,0.22
199304,0.30
199305,0.44
199306,0.55
199307,0.63
199308,0.53
199309,0.61
199310,0.71
199311,0.72
199312,0.55
199401,0.33
199402,-0.03
199403,0.64
199404,0.51
199405,0.67
199406,0.25
199407,0.05
199408,0.27
199409,0.27
199410,0.15
199411,0.26
199412,-0.14
199501,-0.12
199502,0.44
199503,0.61
199504,0.31
199505,0.64
199506,0.74
199507,0.68
199508,0.99
199509,0.76
199510,0.48
199511,0.33
199512,0.53
199601,1.03
199602,0.86
199603,0.62
199604,0.21
199605,0.75
199606,0.20
199607,0.32
199608,0.50
199609,0.50
199610,0.17
199611,-0.07
199612,0.67
199701,0.63
199702,-0.17
199703,0.03
199704,-0.24
199705,0.05
199706,0.67
199707,0.69
199708,0.86
199709,1.02
199710,0.77
199711,0.72
199712,0.65
199801,0.53
199802,1.38
199803,0.57
199804,1.75
199805,1.08
199806,1.02
199807,1.07
199808,0.92
199809,0.87
199810,0.61
199811,0.59
199812,0.66
199901,0.70
199902,0.62
199903,0.81
199904,0.90
199905,0.87
199906,1.05
199907,0.65
199908,0.56
199909,0.36
199910,0.36
199911,0.66
199912,0.34
200001,0.42
200002,-0.28
200003,0.27
200004,1.07
200005,0.72
200006,0.55
200007,0.54
200008,0.55
200009,0.54
200010,0.19
200011,0.39
200012,0.40
200101,0.33
200102,-0.05
200103,1.26
200104,0.85
200105,0.75
200106,0.44
200107,0.54
200108,0.83
200109,0.75
200110,0.66
200111,0.47
200112,1.12
200201,0.06
200202,0.65
200203,1.14
200204,0.89
200205,0.97
200206,0.56
200207,1.30
200208,1.19
200209,1.08
200210,0.65
200211,0.57
200212,0.96
200301,0.98
200302,1.13
200303,0.76
200304,1.18
200305,1.01
200306,0.60
200307,0.73
200308,0.68
200309,0.79
200310,1.29
200311,1.03
200312,0.67
200401,0.98
200402,0.77
200403,0.89
200404,0.72
200405,0.70
200406,0.51
200407,0.47
200408,1.10
200409,0.61
200410,1.04
200411,0.99
200412,0.95
200501,0.27
200502,1.68
200503,1.50
200504,1.12
200505,0.97
200506,0.72
200507,0.89
200508,1.13
200509,0.93
200510,0.94
200511,0.85
200512,1.28
200601,1.03
200602,1.21
200603,0.92
200604,0.94
200605,0.50
200606,0.81
200607,1.03
200608,0.97
200609,0.53
200610,1.08
200611,0.23
200612,0.11
200701,0.36
200702,1.19
200703,0.84
200704,1.03
200705,0.92
200706,0.74
200707,0.64
200708,0.68
200709,1.00
200710,0.75
200711,0.74
200712,0.46
200801,-0.27
200802,0.23
200803,1.11
200804,0.60
200805,0.91
200806,0.75
200807,0.90
200808,0.91
200809,0.91
200810,0.80
200811,0.59
200812,0.93
200901,0.78
200902,1.14
200903,0.89
200904,0.66
200905,0.77
200906,1.24
200907,0.99
200908,1.06
200909,0.95
200910,1.00
200911,0.57
200912,1.44
201001,1.60
201002,2.55
201003,1.79
201004,1.95
201005,1.48
201006,1.10
201007,1.05
201008,1.04
201009,0.96
201010,1.21
201011,1.31
201012,1.07
201101,0.70
201102,0.89
201103,1.20
201104,0.93
201105,0.92
201106,0.87
201107,1.00
201108,0.83
201109,1.01
201110,0.59
201111,0.38
201112,0.00
201201,0.18
201202,0.47
201203,0.55
201204,0.86
201205,1.04
201206,0.90
201207,0.84
201208,0.90
201209,0.66
201210,1.16
201211,1.43
201212,0.71
201301,1.01
201302,1.14
201303,1.86
201304,0.82
201305,0.93
201306,0.86
201307,0.87
201308,0.48
201309,0.80
201310,0.75
201311,0.89
201312,0.48
201401,1.18
201402,0.62
201403,0.80
201404,1.08
201405,1.03
201406,1.03
201407,1.20
201408,1.01
201409,1.03
201410,0.86
201411,0.79
201412,0.77
201501,0.36
201502,1.23
201503,0.94
201504,0.77
201505,1.56
201506,1.16
201507,1.35
201508,1.55
201509,1.30
201510,1.85
201511,0.90
201512,0.60
201601,1.31
201602,1.39
201603,1.91
201604,1.85
201605,1.31
201606,1.18
201607,0.95
201608,1.21
201609,1.26
201610,1.54
201611,1.48
201612,1.45
201701,0.92
201702,0.80
201703,1.08
201704,1.21
201705,1.50
201706,1.28
201707,1.28
201708,1.18
201709,1.45
201710,0.90
201711,0.65
201712,0.85
201801,0.52
201802,1.40
201803,1.47
201804,1.12
201805,1.20
201806,0.95
201807,1.31
201808,1.05
201809,1.13
201810,1.05
201811,1.13
201812,1.09
201901,0.98
201902,0.69
201903,1.24
201904,1.30
201905,1.54
201906,1.33
201907,1.48
201908,1.40
201909,1.29
201910,1.29
201911,1.53
201912,1.26
202001,0.64
202002,1.10
202003,1.28
202004,1.48
202005,1.46
202006,1.34
202007,1.11
202008,1.02
202009,1.06
202010,1.16
202011,0.85
202012,1.58
202101,1.62
202102,0.82
202103,1.12
202104,1.37
202105,1.45
202106,1.45
202107,1.21
202108,1.34
