year,month,temperature
1997,07,0.32
1997,08,1.32
1997,09,0.08
1997,10,-0.3
1997,11,0.48
1997,12,0.72
1998,01,2.18
1998,02,2.2
1998,03,0.33
1998,04,0.98
1998,05,0.64
1998,06,1.03
1998,07,0.39
1998,08,0.47
1998,09,0.35
1998,10,0.44
1998,11,-1.37
1998,12,-0.4
1999,01,1.56
1999,02,0.64
1999,03,1.54
1999,04,1.53
1999,05,0.47
1999,06,1.41
1999,07,1.48
1999,08,0.71
1999,09,1.83
1999,10,0.89
1999,11,0.07
1999,12,0.79
2000,01,0.53
2000,02,2.21
2000,03,1.05
2000,04,2.06
2000,05,1.47
2000,06,0.85
2000,07,0.08
2000,08,0.94
2000,09,0.26
2000,10,1.51
2000,11,2.12
2000,12,2.08
2001,01,2.39
2001,02,1.28
2001,03,1.51
2001,04,0.75
2001,05,0.78
2001,06,0.2
2001,07,1.56
2001,08,1.5
2001,09,0.19
2001,10,2.11
2001,11,-0.17
2001,12,-1.64
2002,01,0.92
2002,02,3.62
2002,03,2.18
2002,04,0.94
2002,05,1.44
2002,06,1.53
2002,07,1.46
2002,08,1.42
2002,09,0.42
2002,10,-0.1
2002,11,0.83
2002,12,-1.45
2003,01,0.09
2003,02,-0.82
2003,03,0.84
2003,04,0.11
2003,05,2.0
2003,06,1.95
2003,07,1.79
2003,08,2.27
2003,09,0.64
2003,10,-0.52
2003,11,1.38
2003,12,1.05
2004,01,0.29
2004,02,1.25
2004,03,1.12
2004,04,0.98
2004,05,-0.14
2004,06,0.35
2004,07,0.39
2004,08,1.19
2004,09,0.76
2004,10,1.33
2004,11,0.44
2004,12,1.09
2005,01,2.18
2005,02,-0.4
2005,03,-0.48
2005,04,1.09
2005,05,0.81
2005,06,0.69
2005,07,1.29
2005,08,0.54
2005,09,1.23
2005,10,1.27
2005,11,0.62
2005,12,0.55
2006,01,-0.66
2006,02,-0.42
2006,03,-0.75
2006,04,1.03
2006,05,0.88
2006,06,1.3
2006,07,2.19
2006,08,1.11
2006,09,1.91
2006,10,2.01
2006,11,1.65
2006,12,2.56
2007,01,3.32
2007,02,1.37
2007,03,2.6
2007,04,1.57
2007,05,1.81
2007,06,1.77
2007,07,0.99
2007,08,1.27
2007,09,0.14
2007,10,0.9
2007,11,-0.2
2007,12,0.99
2008,01,2.05
2008,02,2.69
2008,03,1.72
2008,04,1.39
2008,05,0.94
2008,06,1.29
2008,07,0.89
2008,08,1.09
2008,09,-0.04
2008,10,1.08
2008,11,1.03
2008,12,1.14
2009,01,0.52
2009,02,0.87
2009,03,0.89
2009,04,1.68
2009,05,1.19
2009,06,0.85
2009,07,1.17
2009,08,1.23
2009,09,1.27
2009,10,0.56
2009,11,2.06
2009,12,0.54
2010,01,-1.07
2010,02,0.14
2010,03,0.69
2010,04,1.24
2010,05,0.79
2010,06,1.06
2010,07,2.37
2010,08,1.71
2010,09,0.58
2010,10,-0.26
2010,11,1.27
2010,12,-1.37
2011,01,1.02
2011,02,-0.3
2011,03,0.98
2011,04,2.12
2011,05,1.17
2011,06,1.53
2011,07,1.0
2011,08,1.2
2011,09,1.93
2011,10,0.83
2011,11,0.77
2011,12,2.38
2012,01,1.27
2012,02,-2.18
2012,03,1.65
2012,04,1.1
2012,05,1.54
2012,06,1.28
2012,07,1.5
2012,08,1.59
2012,09,1.22
2012,10,1.22
2012,11,1.95
2012,12,-0.38
2013,01,0.89
2013,02,1.34
2013,03,-1.01
2013,04,0.88
2013,05,1.47
2013,06,1.27
2013,07,1.3
2013,08,1.47
2013,09,0.51
2013,10,1.31
2013,11,1.71
2013,12,1.44
2014,01,1.76
2014,02,3.21
2014,03,3.11
2014,04,2.09
2014,05,1.03
2014,06,0.77
2014,07,1.88
2014,08,1.21
2014,09,1.49
2014,10,1.62
2014,11,1.65
2014,12,1.67
2015,01,2.17
2015,02,1.98
2015,03,2.19
2015,04,1.12
2015,05,1.03
2015,06,0.68
2015,07,1.57
2015,08,1.88
2015,09,1.78
2015,10,0.66
2015,11,2.46
2015,12,3.13
2016,01,0.61
2016,02,3.73
2016,03,1.89
2016,04,1.91
2016,05,1.34
2016,06,1.74
2016,07,1.6
2016,08,1.4
2016,09,2.09
2016,10,0.42
2016,11,0.35
2016,12,0.84
2017,01,-0.06
2017,02,1.96
2017,03,2.89
2017,04,0.65
2017,05,1.02
2017,06,1.83
2017,07,1.17
2017,08,1.83
2017,09,1.11
2017,10,1.35
2017,11,1.06
2017,12,1.93
2018,01,2.64
2018,02,0.18
2018,03,-0.09
2018,04,3.01
2018,05,2.91
2018,06,1.9
2018,07,2.47
2018,08,2.49
2018,09,2.1
2018,10,1.88
2018,11,1.45
2018,12,1.6
2019,01,0.86
2019,02,2.97
2019,03,2.34
2019,04,1.56
2019,05,0.56
2019,06,2.92
2019,07,1.23
2019,08,1.9
2019,09,1.29
2019,10,1.87
2019,11,1.77
2019,12,2.75
2020,01,3.25
2020,02,3.86
2020,03,2.53
2020,04,1.49
2020,05,0.46
2020,06,1.95
2020,07,1.18
2020,08,2.05
2020,09,2.36
2020,10,2.19
2020,11,2.15
2020,12,2.47
2021,01,1.51
2021,02,1.65
2021,03,1.29
2021,04,0.33
2021,05,0.41
2021,06,2.37
2021,07,2.36
2021,08,1.1
