year,month,temperature
1989,11,-0.92
1989,12,-1.34
1990,01,2.07
1990,02,-0.96
1990,03,2.08
1990,04,0.71
1990,05,-0.03
1990,06,0.76
1990,07,0.21
1990,08,0.39
1990,09,0.8
1990,10,-0.56
1990,11,-0.17
1990,12,-1.53
1991,01,-0.45
1991,02,2.67
1991,03,0.91
1991,04,1.17
1991,05,1.16
1991,06,0.75
1991,07,0.16
1991,08,0.73
1991,09,0.11
1991,10,-0.56
1991,11,-1.05
1991,12,0.97
1992,01,2.54
1992,02,1.55
1992,03,1.9
1992,04,0.08
1992,05,-0.17
1992,06,-0.38
1992,07,-0.97
1992,08,-0.73
1992,09,-1.0
1992,10,-0.32
1992,11,0.07
1992,12,-0.74
1993,01,0.74
1993,02,-0.38
1993,03,1.27
1993,04,0.46
1993,05,0.67
1993,06,-0.13
1993,07,-0.26
1993,08,0.15
1993,09,-0.56
1993,10,-0.27
1993,11,-0.58
1993,12,1.5
1994,01,-1.06
1994,02,-2.14
1994,03,1.79
1994,04,0.46
1994,05,0.63
1994,06,0.97
1994,07,0.49
1994,08,0.36
1994,09,0.59
1994,10,0.6
1994,11,0.46
1994,12,1.69
1995,01,2.12
1995,02,1.04
1995,03,0.46
1995,04,-0.01
1995,05,0.3
1995,06,0.72
1995,07,0.03
1995,08,0.62
1995,09,0.57
1995,10,0.27
1995,11,-0.72
1995,12,-0.16
1996,01,-1.47
1996,02,1.12
1996,03,-0.73
1996,04,-0.13
1996,05,-0.04
1996,06,0.73
1996,07,0.19
1996,08,0.18
1996,09,-0.15
1996,10,-0.99
1996,11,-1.27
1996,12,-0.13
1997,01,-0.2
1997,02,1.62
1997,03,0.0
1997,04,-0.74
1997,05,-0.36
1997,06,0.55
1997,07,0.39
1997,08,0.36
1997,09,1.25
1997,10,-0.48
1997,11,0.75
1997,12,2.27
1998,01,1.09
1998,02,3.59
1998,03,1.06
1998,04,1.84
1998,05,1.87
1998,06,0.7
1998,07,1.27
1998,08,1.19
1998,09,1.7
1998,10,0.9
1998,11,1.8
1998,12,1.53
1999,01,1.09
1999,02,2.63
1999,03,1.8
1999,04,1.2
1999,05,0.42
1999,06,0.44
1999,07,0.17
1999,08,0.67
1999,09,0.38
1999,10,0.03
1999,11,2.18
1999,12,2.07
2000,01,1.41
2000,02,3.2
2000,03,2.98
2000,04,0.54
2000,05,0.61
2000,06,0.05
2000,07,0.46
2000,08,0.52
2000,09,0.21
2000,10,0.36
2000,11,0.19
2000,12,-1.33
2001,01,3.17
2001,02,0.46
2001,03,0.92
2001,04,1.11
2001,05,1.03
2001,06,0.54
2001,07,0.57
2001,08,1.22
2001,09,1.13
2001,10,0.08
2001,11,2.19
2001,12,1.89
2002,01,2.33
2002,02,1.4
2002,03,-1.34
2002,04,-0.16
2002,05,-0.64
2002,06,0.98
2002,07,0.9
2002,08,0.29
2002,09,1.01
2002,10,-0.67
2002,11,1.26
2002,12,2.92
2003,01,1.99
2003,02,-0.25
2003,03,0.05
2003,04,0.67
2003,05,0.75
2003,06,0.29
2003,07,0.92
2003,08,1.34
2003,09,0.61
2003,10,1.61
2003,11,0.47
2003,12,2.0
2004,01,-0.55
2004,02,1.28
2004,03,1.76
2004,04,0.74
2004,05,-0.07
2004,06,0.25
2004,07,0.35
2004,08,-0.33
2004,09,0.25
2004,10,0.56
2004,11,1.45
2004,12,0.46
2005,01,1.06
2005,02,2.05
2005,03,1.4
2005,04,1.62
2005,05,0.6
2005,06,0.89
2005,07,0.8
2005,08,0.6
2005,09,1.16
2005,10,1.02
2005,11,1.5
2005,12,2.02
2006,01,4.06
2006,02,1.68
2006,03,1.3
2006,04,2.25
2006,05,1.49
2006,06,1.49
2006,07,1.28
2006,08,0.75
2006,09,0.58
2006,10,0.2
2006,11,-0.2
2006,12,3.1
2007,01,2.17
2007,02,-0.52
2007,03,1.07
2007,04,0.63
2007,05,0.76
2007,06,0.85
2007,07,1.14
2007,08,0.79
2007,09,0.59
2007,10,1.14
2007,11,1.11
2007,12,0.21
2008,01,0.91
2008,02,-0.13
2008,03,-0.09
2008,04,0.11
2008,05,0.26
2008,06,0.71
2008,07,0.39
2008,08,0.52
2008,09,0.36
2008,10,0.27
2008,11,1.41
2008,12,-1.2
2009,01,0.6
2009,02,1.2
2009,03,-0.31
2009,04,0.4
2009,05,-0.07
2009,06,0.19
2009,07,0.03
2009,08,0.24
2009,09,1.51
2009,10,-0.87
2009,11,2.11
2009,12,-0.19
2010,01,1.89
2010,02,1.73
2010,03,2.73
2010,04,2.53
2010,05,0.69
2010,06,1.08
2010,07,0.95
2010,08,1.33
2010,09,0.84
2010,10,1.49
2010,11,1.43
2010,12,0.72
2011,01,0.9
2011,02,0.16
2011,03,0.34
2011,04,0.15
2011,05,0.34
2011,06,0.8
2011,07,1.19
2011,08,1.39
2011,09,1.43
2011,10,1.21
2011,11,0.6
2011,12,2.48
2012,01,2.23
2012,02,3.0
2012,03,3.08
2012,04,1.76
2012,05,1.41
