year,month,temperature
1966,02,0.24
1966,03,-0.24
1966,04,-0.13
1966,05,-0.12
1966,06,0.15
1966,07,0.46
1966,08,0.41
1966,09,-0.14
1966,10,-0.01
1966,11,0.1
1966,12,-0.09
1967,01,-0.49
1967,02,-0.1
1967,03,-0.47
1967,04,-0.11
1967,05,-0.02
1967,06,-0.22
1967,07,-0.52
1967,08,-0.41
1967,09,-0.34
1967,10,-0.4
1967,11,-0.42
1967,12,-0.33
1968,01,-0.54
1968,02,-0.23
1968,03,-0.52
1968,04,-0.6
1968,05,-0.42
1968,06,-0.75
1968,07,-0.12
1968,08,0.31
1968,09,0.04
1968,10,-0.16
1968,11,-0.11
1968,12,0.34
1969,01,0.21
1969,02,1.12
1969,03,1.24
1969,04,0.06
1969,05,0.21
1969,06,0.38
1969,07,-0.11
1969,08,0.16
1969,09,0.13
1969,10,-0.04
1969,11,0.16
1969,12,0.26
1970,01,0.84
1970,02,0.54
1970,03,0.19
1970,04,0.13
1970,05,0.11
1970,06,0.24
1970,07,0.06
1970,08,0.14
1970,09,-0.05
1970,10,-0.22
1970,11,-0.14
1970,12,-0.35
1971,01,-0.28
1971,02,-0.19
1971,03,0.33
1971,04,-0.14
1971,05,-0.19
1971,06,-0.16
1971,07,-0.14
1971,08,-0.34
1971,09,-0.26
1971,10,-0.56
1971,11,-0.61
1971,12,-0.44
1972,01,-0.16
1972,02,-0.33
1972,03,-0.19
1972,04,-0.25
1972,05,-0.4
1972,06,-0.3
1972,07,0.4
1972,08,0.26
1972,09,0.44
1972,10,0.35
1972,11,-0.29
1972,12,0.23
1973,01,0.35
1973,02,0.71
1973,03,0.44
1973,04,0.41
1973,05,0.49
1973,06,0.5
1973,07,0.47
1973,08,0.11
1973,09,0.27
1973,10,0.16
1973,11,-0.49
1973,12,-0.32
1974,01,-0.54
1974,02,-0.3
1974,03,-0.27
1974,04,-0.32
1974,05,-0.18
1974,06,0.11
1974,07,-0.36
1974,08,-0.07
1974,09,-0.36
1974,10,-0.16
1974,11,-0.42
1974,12,-0.82
1975,01,-0.71
1975,02,-0.07
1975,03,-0.28
1975,04,-0.04
1975,05,-0.1
1975,06,-0.09
1975,07,-0.27
1975,08,-0.27
1975,09,-0.26
1975,10,-0.49
1975,11,-0.42
1975,12,-0.13
1976,01,-0.51
1976,02,-0.36
1976,03,-0.64
1976,04,-0.48
1976,05,-0.43
1976,06,-0.34
1976,07,-0.27
1976,08,-0.23
1976,09,0.02
1976,10,-0.18
1976,11,-0.33
1976,12,0.47
1977,01,0.4
1977,02,0.29
1977,03,-0.08
1977,04,0.03
1977,05,0.12
1977,06,0.13
1977,07,0.33
1977,08,0.27
1977,09,0.22
1977,10,0.0
1977,11,-0.2
1977,12,0.03
1978,01,0.26
1978,02,0.86
1978,03,0.21
1978,04,0.01
1978,05,0.08
1978,06,-0.27
1978,07,-0.31
1978,08,0.3
1978,09,-0.05
1978,10,-0.15
1978,11,-0.63
1978,12,0.52
1979,01,0.97
1979,02,0.62
1979,03,0.52
1979,04,0.31
1979,05,0.08
1979,06,0.01
1979,07,0.16
1979,08,0.59
1979,09,0.35
1979,10,0.51
1979,11,0.14
1979,12,-0.23
1980,01,0.68
1980,02,0.49
1980,03,0.46
1980,04,0.63
1980,05,0.38
1980,06,0.17
1980,07,0.09
1980,08,0.31
1980,09,0.31
1980,10,0.26
1980,11,0.3
1980,12,-0.28
1981,01,-0.32
1981,02,0.07
1981,03,0.44
1981,04,0.32
1981,05,-0.02
1981,06,0.14
1981,07,-0.04
1981,08,0.05
1981,09,-0.13
1981,10,0.13
1981,11,-0.21
1981,12,0.67
1982,01,0.42
1982,02,-0.16
1982,03,0.04
1982,04,0.09
1982,05,-0.15
1982,06,0.29
1982,07,0.41
1982,08,0.17
1982,09,0.43
1982,10,0.03
1982,11,-0.76
1982,12,-0.29
1983,01,-0.86
1983,02,0.69
1983,03,0.23
1983,04,0.79
1983,05,1.0
1983,06,0.54
1983,07,0.73
1983,08,0.49
1983,09,0.53
1983,10,-0.15
1983,11,0.58
1983,12,0.18
1984,01,-0.23
1984,02,-0.01
1984,03,0.68
1984,04,0.52
1984,05,0.52
1984,06,0.01
1984,07,0.11
1984,08,0.56
1984,09,0.45
1984,10,0.15
1984,11,-0.03
1984,12,-0.27
1985,01,1.01
1985,02,0.08
1985,03,0.43
1985,04,-0.27
1985,05,0.12
1985,06,0.34
1985,07,-0.03
1985,08,0.39
1985,09,0.02
1985,10,0.04
1985,11,0.48
1985,12,-0.16
1986,01,-0.11
1986,02,0.74
1986,03,0.36
1986,04,0.56
1986,05,0.36
1986,06,0.23
1986,07,0.1
1986,08,0.58
1986,09,0.21
1986,10,0.05
1986,11,-0.37
1986,12,-0.58
1987,01,0.49
1987,02,1.04
1987,03,0.68
1987,04,0.53
1987,05,1.16
1987,06,0.37
1987,07,1.03
1987,08,0.95
1987,09,0.78
1987,10,0.36
1987,11,0.72
1987,12,0.99
1988,01,0.52
1988,02,0.75
1988,03,0.87
1988,04,0.91
1988,05,0.78
1988,06,0.53
1988,07,0.48
1988,08,0.46
1988,09,0.19
1988,10,0.0
1988,11,-0.1
1988,12,-0.61
1989,01,-1.05
1989,02,-0.97
1989,03,-0.29
1989,04,-0.04
1989,05,0.2
1989,06,0.2
1989,07,0.23
1989,08,0.48
1989,09,0.46
1989,10,0.04
1989,11,0.41
1989,12,0.61
1990,01,0.35
1990,02,0.03
1990,03,0.07
1990,04,0.68
1990,05,0.41
1990,06,0.73
1990,07,0.32
1990,08,0.53
1990,09,0.6
1990,10,0.73
1990,11,0.98
1990,12,0.97
1991,01,0.46
1991,02,0.66
1991,03,0.48
1991,04,0.38
1991,05,-0.02
1991,06,0.41
1991,07,0.23
1991,08,0.22
1991,09,0.45
1991,10,0.09
1991,11,-0.04
1991,12,-0.27
1992,01,-0.22
1992,02,0.05
1992,03,0.22
1992,04,0.39
1992,05,-0.01
1992,06,0.26
1992,07,0.0
1992,08,-0.03
1992,09,0.18
1992,10,0.23
1992,11,-0.2
1992,12,0.28
1993,01,-0.39
1993,02,-0.32
1993,03,0.22
1993,04,0.3
1993,05,0.44
1993,06,0.55
1993,07,0.63
1993,08,0.53
1993,09,0.61
1993,10,0.71
1993,11,0.72
1993,12,0.55
1994,01,0.33
1994,02,-0.03
1994,03,0.64
1994,04,0.51
1994,05,0.67
1994,06,0.25
1994,07,0.05
1994,08,0.27
1994,09,0.27
1994,10,0.15
1994,11,0.26
1994,12,-0.14
1995,01,-0.12
1995,02,0.44
1995,03,0.61
1995,04,0.31
1995,05,0.64
1995,06,0.74
1995,07,0.68
1995,08,0.99
1995,09,0.76
1995,10,0.48
1995,11,0.33
1995,12,0.53
1996,01,1.03
1996,02,0.86
1996,03,0.62
1996,04,0.21
1996,05,0.75
1996,06,0.2
1996,07,0.32
1996,08,0.5
1996,09,0.5
1996,10,0.17
1996,11,-0.07
1996,12,0.67
1997,01,0.63
1997,02,-0.17
1997,03,0.03
1997,04,-0.24
1997,05,0.05
1997,06,0.67
1997,07,0.69
1997,08,0.86
1997,09,1.02
1997,10,0.77
1997,11,0.72
1997,12,0.65
1998,01,0.53
1998,02,1.38
1998,03,0.57
1998,04,1.75
1998,05,1.08
1998,06,1.02
1998,07,1.07
1998,08,0.92
1998,09,0.87
1998,10,0.61
1998,11,0.59
1998,12,0.66
1999,01,0.7
1999,02,0.62
1999,03,0.81
1999,04,0.9
1999,05,0.87
1999,06,1.05
1999,07,0.65
1999,08,0.56
1999,09,0.36
1999,10,0.36
1999,11,0.66
1999,12,0.34
2000,01,0.42
2000,02,-0.28
2000,03,0.27
2000,04,1.07
2000,05,0.72
2000,06,0.55
2000,07,0.54
2000,08,0.55
2000,09,0.54
2000,10,0.19
2000,11,0.39
2000,12,0.4
2001,01,0.33
2001,02,-0.05
2001,03,1.26
2001,04,0.85
2001,05,0.75
2001,06,0.44
2001,07,0.54
2001,08,0.83
2001,09,0.75
2001,10,0.66
2001,11,0.47
2001,12,1.12
2002,01,0.06
2002,02,0.65
2002,03,1.14
2002,04,0.89
2002,05,0.97
2002,06,0.56
2002,07,1.3
2002,08,1.19
2002,09,1.08
2002,10,0.65
2002,11,0.57
2002,12,0.96
2003,01,0.98
2003,02,1.13
2003,03,0.76
2003,04,1.18
2003,05,1.01
2003,06,0.6
2003,07,0.73
2003,08,0.68
2003,09,0.79
2003,10,1.29
2003,11,1.03
2003,12,0.67
2004,01,0.98
2004,02,0.77
2004,03,0.89
2004,04,0.72
2004,05,0.7
2004,06,0.51
2004,07,0.47
2004,08,1.1
2004,09,0.61
2004,10,1.04
2004,11,0.99
2004,12,0.95
2005,01,0.27
2005,02,1.68
2005,03,1.5
2005,04,1.12
2005,05,0.97
2005,06,0.72
2005,07,0.89
2005,08,1.13
2005,09,0.93
2005,10,0.94
2005,11,0.85
2005,12,1.28
2006,01,1.03
2006,02,1.21
2006,03,0.92
2006,04,0.94
2006,05,0.5
2006,06,0.81
2006,07,1.03
2006,08,0.97
2006,09,0.53
2006,10,1.08
2006,11,0.23
2006,12,0.11
2007,01,0.36
2007,02,1.19
2007,03,0.84
2007,04,1.03
2007,05,0.92
2007,06,0.74
2007,07,0.64
2007,08,0.68
2007,09,1.0
2007,10,0.75
2007,11,0.74
2007,12,0.46
2008,01,-0.27
2008,02,0.23
2008,03,1.11
2008,04,0.6
2008,05,0.91
2008,06,0.75
2008,07,0.9
2008,08,0.91
2008,09,0.91
2008,10,0.8
2008,11,0.59
2008,12,0.93
